---------------------------------------------------------------------------------------------------------------
Report log for 05-01-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/01/05 11:48:34, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 1, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/08 11:33:59, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:3, SSN: 9, MSN: 6, Max X:-44, Max Y:43, Max Z:0, Start Speed:81, End Speed:28, Timer:4289
000: ? 2017/01/08 11:34:16, (0x09)U2H.MANEUVER -  Accelerate into turn (23), Strength:3, SSN: 9, MSN: 7, Max X:32, Max Y:20, Max Z:0, Start Speed:28, End Speed:57, Timer:15449
000: ? 2017/01/08 11:34:39, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 9, MSN: 8, Max X:-27, Max Y:1, Max Z:0, Start Speed:73, End Speed:63, Timer:2666
000: ? 2017/01/08 11:34:46, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 9, MSN: 9, Max X:-44, Max Y:6, Max Z:0, Start Speed:43, End Speed:26, Timer:1840
000: ? 2017/01/08 11:34:57, (0x09)U2H.MANEUVER -  Accelerate into turn (25), Strength:1, SSN: 9, MSN: 10, Max X:23, Max Y:-11, Max Z:0, Start Speed:25, End Speed:43, Timer:4002
000: ? 2017/01/08 11:35:32, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 9, MSN: 11, Max X:-2, Max Y:-24, Max Z:0, Start Speed:97, End Speed:93, Timer:6320
000: ? 2017/01/08 11:35:56, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:3, SSN: 9, MSN: 12, Max X:32, Max Y:-40, Max Z:0, Start Speed:35, End Speed:41, Timer:9724
000: ? 2017/01/08 11:37:13, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 9, MSN: 13, Max X:-9, Max Y:-52, Max Z:0, Start Speed:37, End Speed:32, Timer:2600
000: ? 2017/01/08 11:37:16, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 9, MSN: 14, Max X:1, Max Y:30, Max Z:0, Start Speed:32, End Speed:33, Timer:1856
000: ? 2017/01/08 11:40:28, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 9, MSN: 16, Max X:16, Max Y:-16, Max Z:0, Start Speed:8, End Speed:20, Timer:9067
000: ? 2017/01/08 11:41:02, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 9, MSN: 17, Valid GPS Samples:1878, Max Y:0, Avg. Voltage On:0, No Motion Timer:32, Distance: 442, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 09-01-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 10-01-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/01/10 08:12:59, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 10, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/10 08:14:27, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 10, MSN: 2, Max X:-43, Max Y:-4, Max Z:0, Start Speed:35, End Speed:25, Timer:1064
000: ? 2017/01/10 08:38:29, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 10, MSN: 3, Max X:0, Max Y:0, Max Z:0, Start Speed:132, End Speed:0, Timer:0
000: ? 2017/01/10 08:38:36, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 10, MSN: 4, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:138, Timer:0
000: ? 2017/01/10 08:43:18, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 10, MSN: 5, Max X:-45, Max Y:1, Max Z:0, Start Speed:31, End Speed:15, Timer:1040
000: ? 2017/01/10 08:49:24, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 10, MSN: 6, Max X:9, Max Y:-28, Max Z:0, Start Speed:18, End Speed:21, Timer:1052
000: ? 2017/01/10 08:52:17, (0x09)U2H.MANEUVER -  Accelerate into turn (25), Strength:3, SSN: 10, MSN: 7, Max X:31, Max Y:-19, Max Z:0, Start Speed:18, End Speed:30, Timer:1086
000: ? 2017/01/10 08:52:49, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 10, MSN: 8, Max X:-27, Max Y:-3, Max Z:0, Start Speed:35, End Speed:25, Timer:916
000: ? 2017/01/10 08:54:43, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 10, MSN: 9, Max X:-34, Max Y:0, Max Z:0, Start Speed:19, End Speed:10, Timer:1401
000: ? 2017/01/10 08:55:07, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 10, MSN: 10, Max X:-29, Max Y:1, Max Z:0, Start Speed:19, End Speed:14, Timer:839
000: ? 2017/01/10 08:57:16, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 10, MSN: 11, Max X:5, Max Y:-48, Max Z:0, Start Speed:25, End Speed:29, Timer:4079
000: ? 2017/01/10 08:58:17, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 10, MSN: 12, Max X:-7, Max Y:44, Max Z:0, Start Speed:27, End Speed:21, Timer:3640
000: ? 2017/01/10 09:10:45, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: No Movement [6], SSN: 10, MSN: 13, Valid GPS Samples:3442, Max Y:0, Avg. Voltage On:0, No Motion Timer:600, Distance: 451, Max Voltage:0
000: ? 2017/01/10 16:59:53, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 11, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/10 17:00:49, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 11, MSN: 2, Max X:-34, Max Y:4, Max Z:0, Start Speed:38, End Speed:29, Timer:958
000: ? 2017/01/10 17:01:39, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 11, MSN: 3, Max X:14, Max Y:-29, Max Z:0, Start Speed:10, End Speed:23, Timer:5756
000: ? 2017/01/10 17:01:50, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:3, SSN: 11, MSN: 4, Max X:15, Max Y:-38, Max Z:0, Start Speed:14, End Speed:24, Timer:3487
000: ? 2017/01/10 17:02:50, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 11, MSN: 5, Valid GPS Samples:176, Max Y:0, Avg. Voltage On:0, No Motion Timer:21, Distance: 9, Max Voltage:0
000: ? 2017/01/10 18:43:34, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 12, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/10 18:47:00, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 12, MSN: 2, Max X:-25, Max Y:0, Max Z:0, Start Speed:56, End Speed:43, Timer:1219
000: ? 2017/01/10 18:48:16, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 12, MSN: 3, Max X:-42, Max Y:8, Max Z:0, Start Speed:81, End Speed:13, Timer:10916
000: ? 2017/01/10 18:49:04, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 12, MSN: 5, Max X:7, Max Y:-22, Max Z:0, Start Speed:70, End Speed:77, Timer:6051
000: ? 2017/01/10 18:50:25, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 12, MSN: 7, Max X:-22, Max Y:10, Max Z:0, Start Speed:48, End Speed:33, Timer:942
000: ? 2017/01/10 18:51:53, (0x09)U2H.MANEUVER -  Braking while exiting turn (77), Strength:3, SSN: 12, MSN: 8, Max X:-11, Max Y:-43, Max Z:0, Start Speed:29, End Speed:23, Timer:3433
000: ? 2017/01/10 18:52:09, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:3, SSN: 12, MSN: 9, Max X:43, Max Y:25, Max Z:0, Start Speed:41, End Speed:60, Timer:6705
000: ? 2017/01/10 18:52:51, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 12, MSN: 10, Max X:0, Max Y:0, Max Z:0, Start Speed:130, End Speed:0, Timer:0
000: ? 2017/01/10 18:52:57, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 12, MSN: 11, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:132, Timer:0
000: ? 2017/01/10 18:53:08, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 12, MSN: 12, Max X:0, Max Y:0, Max Z:0, Start Speed:131, End Speed:0, Timer:0
000: ? 2017/01/10 18:53:11, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 12, MSN: 13, Max X:-22, Max Y:-1, Max Z:0, Start Speed:130, End Speed:119, Timer:839
000: ? 2017/01/10 18:53:13, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 12, MSN: 14, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:132, Timer:0
000: ? 2017/01/10 18:53:15, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 12, MSN: 15, Max X:-29, Max Y:-6, Max Z:0, Start Speed:119, End Speed:89, Timer:3721
000: ? 2017/01/10 18:53:21, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 12, MSN: 17, Max X:-25, Max Y:-3, Max Z:0, Start Speed:75, End Speed:51, Timer:2160
000: ? 2017/01/10 18:53:27, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 12, MSN: 18, Max X:-36, Max Y:-3, Max Z:0, Start Speed:51, End Speed:13, Timer:4597
000: ? 2017/01/10 18:55:05, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 12, MSN: 19, Max X:0, Max Y:0, Max Z:0, Start Speed:133, End Speed:0, Timer:0
000: ? 2017/01/10 18:56:12, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 12, MSN: 20, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:140, Timer:0
000: ? 2017/01/10 18:57:14, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 12, MSN: 21, Max X:0, Max Y:0, Max Z:0, Start Speed:132, End Speed:0, Timer:0
000: ? 2017/01/10 18:57:47, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 12, MSN: 22, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:146, Timer:0
000: ? 2017/01/10 18:58:40, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 12, MSN: 23, Max X:0, Max Y:0, Max Z:0, Start Speed:133, End Speed:0, Timer:0
000: ? 2017/01/10 18:58:44, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 12, MSN: 24, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:135, Timer:0
000: ? 2017/01/10 18:59:21, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 12, MSN: 25, Max X:0, Max Y:0, Max Z:0, Start Speed:133, End Speed:0, Timer:0
000: ? 2017/01/10 18:59:44, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 12, MSN: 26, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:137, Timer:0
000: ? 2017/01/10 18:59:55, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 12, MSN: 27, Max X:0, Max Y:0, Max Z:0, Start Speed:130, End Speed:0, Timer:0
000: ? 2017/01/10 19:00:04, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 12, MSN: 28, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:133, Timer:0
000: ? 2017/01/10 19:00:30, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 12, MSN: 29, Max X:-20, Max Y:-5, Max Z:0, Start Speed:42, End Speed:33, Timer:960
000: ? 2017/01/10 19:03:33, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 12, MSN: 30, Max X:0, Max Y:0, Max Z:0, Start Speed:132, End Speed:0, Timer:0
000: ? 2017/01/10 19:03:39, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 12, MSN: 31, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:137, Timer:0
000: ? 2017/01/10 19:05:01, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 12, MSN: 32, Max X:-27, Max Y:-5, Max Z:0, Start Speed:108, End Speed:99, Timer:1140
000: ? 2017/01/10 19:06:19, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 12, MSN: 33, Max X:-35, Max Y:-12, Max Z:0, Start Speed:102, End Speed:86, Timer:1401
000: ? 2017/01/10 19:14:46, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:3, SSN: 12, MSN: 34, Max X:-11, Max Y:47, Max Z:0, Start Speed:84, End Speed:49, Timer:15960
000: ? 2017/01/10 19:16:36, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 12, MSN: 35, Max X:-21, Max Y:0, Max Z:0, Start Speed:46, End Speed:37, Timer:1157
000: ? 2017/01/10 19:17:06, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:1, SSN: 12, MSN: 36, Max X:22, Max Y:17, Max Z:0, Start Speed:0, End Speed:43, Timer:2840
000: ? 2017/01/10 19:17:27, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 12, MSN: 37, Max X:-35, Max Y:-1, Max Z:0, Start Speed:66, End Speed:46, Timer:1520
000: ? 2017/01/10 19:17:57, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 12, MSN: 38, Max X:-35, Max Y:-1, Max Z:0, Start Speed:37, End Speed:2, Timer:4599
000: ? 2017/01/10 19:18:44, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 12, MSN: 39, Valid GPS Samples:2093, Max Y:0, Avg. Voltage On:0, No Motion Timer:47, Distance: 446, Max Voltage:0
000: ? 2017/01/10 19:19:28, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 13, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/10 19:20:46, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:1, SSN: 13, MSN: 2, Max X:-13, Max Y:26, Max Z:0, Start Speed:26, End Speed:19, Timer:1080
000: ? 2017/01/10 19:22:07, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 13, MSN: 3, Valid GPS Samples:159, Max Y:0, Avg. Voltage On:0, No Motion Timer:48, Distance: 6, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 11-01-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/01/11 17:02:45, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 14, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/11 17:03:05, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 14, MSN: 3, Max X:4, Max Y:-26, Max Z:0, Start Speed:18, End Speed:22, Timer:3510
000: ? 2017/01/11 17:03:28, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 14, MSN: 4, Max X:2, Max Y:25, Max Z:0, Start Speed:15, End Speed:16, Timer:1402
000: ? 2017/01/11 17:06:42, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 14, MSN: 5, Valid GPS Samples:237, Max Y:0, Avg. Voltage On:0, No Motion Timer:147, Distance: 5, Max Voltage:0
000: ? 2017/01/11 17:14:56, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 15, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/11 17:16:30, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 15, MSN: 2, Max X:-33, Max Y:4, Max Z:0, Start Speed:13, End Speed:2, Timer:821
000: ? 2017/01/11 17:17:31, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 15, MSN: 3, Max X:-22, Max Y:3, Max Z:0, Start Speed:27, End Speed:14, Timer:1532
000: ? 2017/01/11 17:18:13, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:1, SSN: 15, MSN: 4, Max X:29, Max Y:-3, Max Z:0, Start Speed:3, End Speed:17, Timer:4007
000: ? 2017/01/11 17:20:26, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 15, MSN: 5, Max X:2, Max Y:-20, Max Z:0, Start Speed:15, End Speed:16, Timer:1480
000: ? 2017/01/11 17:21:20, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 15, MSN: 6, Valid GPS Samples:376, Max Y:0, Avg. Voltage On:0, No Motion Timer:22, Distance: 16, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 12-01-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/01/12 09:17:46, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 16, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/12 09:22:01, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 16, MSN: 2, Max X:-40, Max Y:8, Max Z:0, Start Speed:35, End Speed:22, Timer:1520
000: ? 2017/01/12 09:31:36, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 16, MSN: 3, Valid GPS Samples:711, Max Y:0, Avg. Voltage On:0, No Motion Timer:0, Distance: 56, Max Voltage:0
000: ? 2017/01/12 09:34:10, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 17, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/12 09:35:54, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 17, MSN: 2, Max X:-39, Max Y:-5, Max Z:0, Start Speed:46, End Speed:8, Timer:4318
000: ? 2017/01/12 09:36:09, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 17, MSN: 3, Valid GPS Samples:120, Max Y:0, Avg. Voltage On:0, No Motion Timer:14, Distance: 3, Max Voltage:0
000: ? 2017/01/12 09:36:39, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 18, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/12 09:37:30, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 18, MSN: 2, Max X:1, Max Y:-30, Max Z:0, Start Speed:0, End Speed:16, Timer:1680
000: ? 2017/01/12 09:41:21, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 18, MSN: 4, Max X:-32, Max Y:-8, Max Z:0, Start Speed:32, End Speed:13, Timer:2845
000: ? 2017/01/12 09:45:23, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 18, MSN: 5, Max X:-24, Max Y:0, Max Z:0, Start Speed:9, End Speed:4, Timer:1460
000: ? 2017/01/12 09:46:45, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 18, MSN: 6, Valid GPS Samples:527, Max Y:0, Avg. Voltage On:0, No Motion Timer:85, Distance: 10, Max Voltage:0
000: ? 2017/01/12 10:59:20, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 19, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/12 11:01:15, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 19, MSN: 2, Max X:-23, Max Y:5, Max Z:0, Start Speed:21, End Speed:10, Timer:1680
000: ? 2017/01/12 11:01:44, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:3, SSN: 19, MSN: 3, Max X:22, Max Y:29, Max Z:0, Start Speed:2, End Speed:8, Timer:1040
000: ? 2017/01/12 11:02:09, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 19, MSN: 4, Max X:-28, Max Y:-2, Max Z:0, Start Speed:23, End Speed:10, Timer:3910
000: ? 2017/01/12 11:02:39, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 19, MSN: 5, Max X:-35, Max Y:2, Max Z:0, Start Speed:24, End Speed:0, Timer:2215
000: ? 2017/01/12 11:03:28, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 19, MSN: 7, Max X:-23, Max Y:1, Max Z:0, Start Speed:13, End Speed:1, Timer:1777
000: ? 2017/01/12 11:18:25, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 19, MSN: 8, Max X:-64, Max Y:0, Max Z:0, Start Speed:115, End Speed:103, Timer:5511
000: ? 2017/01/12 11:20:08, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 19, MSN: 9, Max X:0, Max Y:0, Max Z:0, Start Speed:133, End Speed:0, Timer:0
000: ? 2017/01/12 11:20:24, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 19, MSN: 10, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:134, Timer:0
000: ? 2017/01/12 11:24:17, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 19, MSN: 11, Max X:0, Max Y:0, Max Z:0, Start Speed:131, End Speed:0, Timer:0
000: ? 2017/01/12 11:24:34, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 19, MSN: 12, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:139, Timer:0
000: ? 2017/01/12 11:25:44, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 19, MSN: 13, Max X:-37, Max Y:1, Max Z:0, Start Speed:106, End Speed:87, Timer:1032
000: ? 2017/01/12 11:26:20, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 19, MSN: 14, Max X:0, Max Y:0, Max Z:0, Start Speed:131, End Speed:0, Timer:0
000: ? 2017/01/12 11:26:55, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 19, MSN: 15, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:139, Timer:0
000: ? 2017/01/12 11:29:59, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 19, MSN: 16, Max X:-24, Max Y:0, Max Z:0, Start Speed:78, End Speed:61, Timer:1640
000: ? 2017/01/12 11:30:03, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 19, MSN: 17, Max X:-33, Max Y:1, Max Z:0, Start Speed:61, End Speed:27, Timer:3874
000: ? 2017/01/12 11:31:02, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 19, MSN: 18, Max X:-36, Max Y:4, Max Z:0, Start Speed:74, End Speed:54, Timer:1802
000: ? 2017/01/12 11:31:06, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 19, MSN: 19, Max X:-35, Max Y:-6, Max Z:0, Start Speed:54, End Speed:36, Timer:2517
000: ? 2017/01/12 11:32:10, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 19, MSN: 20, Max X:-22, Max Y:2, Max Z:0, Start Speed:91, End Speed:77, Timer:3592
000: ? 2017/01/12 11:32:22, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 19, MSN: 21, Max X:7, Max Y:-54, Max Z:0, Start Speed:31, End Speed:35, Timer:3860
000: ? 2017/01/12 11:32:51, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 19, MSN: 22, Max X:-42, Max Y:-7, Max Z:0, Start Speed:35, End Speed:26, Timer:2040
000: ? 2017/01/12 11:33:04, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:1, SSN: 19, MSN: 23, Max X:11, Max Y:-25, Max Z:0, Start Speed:17, End Speed:27, Timer:2442
000: ? 2017/01/12 11:33:07, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:3, SSN: 19, MSN: 24, Max X:12, Max Y:39, Max Z:0, Start Speed:27, End Speed:30, Timer:2559
000: ? 2017/01/12 11:33:52, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 19, MSN: 25, Max X:-23, Max Y:5, Max Z:0, Start Speed:46, End Speed:37, Timer:1520
000: ? 2017/01/12 11:33:55, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 19, MSN: 26, Max X:-32, Max Y:8, Max Z:0, Start Speed:37, End Speed:16, Timer:1240
000: ? 2017/01/12 11:33:58, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:1, SSN: 19, MSN: 27, Max X:11, Max Y:23, Max Z:0, Start Speed:17, End Speed:19, Timer:1800
000: ? 2017/01/12 11:34:02, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:3, SSN: 19, MSN: 28, Max X:23, Max Y:-48, Max Z:0, Start Speed:19, End Speed:32, Timer:2560
000: ? 2017/01/12 11:34:04, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 19, MSN: 29, Max X:8, Max Y:38, Max Z:0, Start Speed:32, End Speed:35, Timer:1641
000: ? 2017/01/12 11:34:48, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 19, MSN: 30, Max X:4, Max Y:-38, Max Z:0, Start Speed:23, End Speed:25, Timer:1602
000: ? 2017/01/12 11:35:46, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 19, MSN: 31, Max X:-31, Max Y:0, Max Z:0, Start Speed:77, End Speed:33, Timer:2280
